nb_A,nb_W,nb_A_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_new_A,nb_new_A_afterW
41999.55,3935.15,45934.7,18259.2,16967.35,14.6,1555.1,185.95,3284.05,33.35,10095.05,157.35,3675.9,3097.1
39861.2,3835.4,43696.6,17770.5,16443.2,10.75,1425.7,186.05,3455.25,34.35,9612.35,161.85,2652.95,2994.55
40141.15,3959.55,44100.7,18216.6,16595.2,10.35,1374.45,185.1,3487.85,35.5,10064.3,164.85,2199.6,3129.75
40166.8,4022.05,44188.85,18427.8,16698.45,10.1,1336.65,184.6,3481.1,36.05,10300.4,169.45,1854,3186.55
40927.2,4165.95,45093.15,19054.65,17355.75,11.05,1257.95,185.9,3551.4,37.6,10714.05,179.3,1198.45,3318.35
41458.4,4170.3,45628.7,19222.65,17666.95,10.85,1288.4,187.2,3645.6,37.05,10915.75,181.7,1218.35,3350.45
43426.3,4177.85,47604.15,19790.25,17818.4,10.95,1536.05,212.35,3587.85,36.2,10664.05,177.95,2455.75,3361.9
45712.35,4128.8,49841.15,21009.1,18834.95,10.9,1819.65,217.15,3593.85,35.3,10499.6,173.05,2528.05,3340.25
46168.45,4155.85,50324.3,21290.85,19088.9,13.95,1802.55,219.4,3610.45,36.1,10347.25,174.6,2505.4,3283.3
47677,4362,52039,22009.15,19583,13.85,1793,223.4,3609.5,36.8,11066.2,175.45,2607.95,3476.9
47845.45,4378,52223.45,22079.55,19670.35,14,1775.25,225.5,3485.8,38.95,11042.55,181.25,2631.8,3463.75
48404.95,4334.95,52739.9,22212.3,20142.3,14.3,1810.2,227.85,3664.8,37.95,11147.85,185.05,2668.25,3382.1
48191.45,4144.75,52336.2,21961.85,20252.2,14.55,1780.45,226.8,3707.4,40.2,11005.05,185.05,2713.6,3263.8
48211.7,4121.35,52333.05,22018.2,20204.65,14.25,1812.35,224.45,3699.25,38.35,11014.85,184.15,2736.85,3252
48246.45,4122.95,52369.4,22108.8,20257.25,14,1813.95,225.65,3706,38.3,10905.2,187.1,2714.35,3166.05
48566.95,4185.5,52752.45,22276.05,20350.55,11.15,1831.4,228.5,3664.65,38,10869.9,191.95,2852.15,3088.2
48358.15,4070.55,52428.7,22079,20280.7,11.3,1811.95,231.75,3638,38.1,10550.3,194.1,3032.6,2965.85
48837.8,4051.9,52889.7,22219.9,20587,11.55,1765.25,236.4,3564.25,39.85,10460.95,196.55,3071.45,2959.45
50290.75,4181.75,54472.5,22769.6,21075.05,8.45,1790.75,241.9,3641.15,40.2,10649.5,197.9,3403.2,3042.9
51759.3,4318.3,56077.6,23373.2,21337.05,7.4,1823.95,247.4,3598.6,40.5,10789.3,202.1,3954.25,3094.8
52949.35,4482.3,57431.65,23879.8,21819.9,7.3,2016.85,249.65,3606.05,38.8,11303.3,197.4,4022.05,3227.6
52511.9,4433.25,56945.15,23688.1,21543.05,7.35,2098.3,249.05,3368.25,37.3,11310.65,191.6,4104.95,3175.8
52254.05,4378.5,56632.55,23467.6,21321.3,10.15,2332.2,281.1,3293.7,35.55,10906.1,185,4349.4,3115.75
53101.7,4514.9,57616.6,23812.5,21604.45,9.95,2471.7,310.95,3282.7,34.75,11294.2,179.05,4458.1,3226.65
51966.7,4436.3,56403,23280.4,21043.85,9.1,2444.65,310.5,3255.15,34.85,10945.85,172.45,4510.15,3132.3
53389.2,4420.25,57809.45,23671.65,21462.5,9.1,2558.6,312.9,3158.45,34.25,10867.6,170.5,5134.15,3120.9
51283.5,4307.15,55590.65,23368.05,21039.75,9,2398.1,289.15,3193,34.3,10608.05,171.75,3882.95,2992.75
49490.05,4330.35,53820.4,22389.8,20273.25,9.65,2108.7,286.05,3186.7,35.75,10805.9,182.1,3826.25,3000.75
49258.75,4354.4,53613.15,22184.8,20190.95,6.65,2110.95,285.4,3174.15,35.5,10844.75,181.1,3875.65,3007.35
48072,4134.15,52206.15,21616.65,19772.25,6.8,2060.4,283.95,3145.9,35.6,10244.8,183.7,3853.9,2829.2
49316.5,4126.3,53442.8,21688.35,19833.5,6.75,2967.45,290.3,3088.3,31.2,10311.7,169.45,4969.4,2825.25
52191.35,4171.1,56362.45,22113.25,20144.2,6.7,4511.5,299.45,2981.9,29.7,10447.8,156.25,7031.65,2902.25
52089.05,4206.3,56295.35,21973.2,19998.65,11.35,4554.6,335.2,2987.65,26.8,10369.45,147.75,7207.45,2909.75
52506.5,4253.95,56760.45,22045.55,20197.7,11.2,4630.75,372.85,3112.6,26.1,10418.05,142.15,7322.25,2941
51777.7,4177.9,55955.6,21679.85,19803.1,11.15,4655.45,370.55,2963.85,24.65,10263.4,135.3,7331.85,2962.9
51552.4,4127.7,55680.1,21503.05,19748.65,16.1,4689,368.5,2986.55,23.95,10274.9,129.05,7279.6,3021.1
51265.45,4103.35,55368.8,21389.45,19603.1,20.8,4730.35,366.1,2892.45,23.55,10232.05,125.95,7274.1,2998.8
50983.95,4056.15,55040.1,21144.4,19439.8,25.4,4789.85,364.6,2907.4,21.75,10227.65,124.2,7428.95,2970.8
50177.4,3944,54121.4,20781.8,19409.55,25.85,4829.7,360.2,2825.8,20.8,10176.35,119.9,7129.7,2856.35
48549.4,3757.05,52306.45,20133.85,19009.75,25.95,4841.1,351.9,2880.6,20,9897.5,111.1,6658.05,2747.75
47223.55,3565.5,50789.05,19504.95,18494.55,26.05,4749.9,347.35,2841.45,19.9,9506.7,110.2,6597.25,2626.8
47052.9,3562.2,50615.1,19432,18465.6,26.05,4675.45,348.65,2808.9,20.65,9445.65,113.5,6518.75,2636.55
46917.05,3530.45,50447.5,19410.2,18480.6,25.8,4490.85,318.75,2746.25,21.2,9610.5,117.3,6430.65,2595.6
47811.45,3441.05,51252.5,19370.35,18179.9,27.4,4400.3,312.45,2743.25,22.15,9604.4,126.3,7824.95,2436.25
49923.6,3744.05,53667.65,20854.55,18576.65,33.5,4465.65,353.65,2646.3,21.65,9948.8,133.2,7894.95,2597.45
48438.85,3822.1,52260.95,20489.85,18003.9,33.8,4356.8,351.6,2619.55,22.1,10094.1,135.1,7297.6,2647.5
51719.25,4212.85,55932.1,22825.2,18812.7,34.1,4305.2,398.4,2550.95,23.75,10081.45,136.8,7262.7,2818.65
51762.55,4138,55900.55,22899.1,18798.05,33.45,4398.95,406.4,2554.6,22.5,10028.35,125.5,7311.55,2753.85
51298.35,4046.8,55345.15,22739.65,18527.4,38.4,4370.35,405.15,2537.75,23.35,10021,125.4,7276.3,2755
51791.35,4059.3,55850.65,22939.55,18829.8,38.4,4367.4,403.5,2535.5,23.85,10204.8,125.2,7195.9,2826.1
50675.75,4047.5,54723.25,23304.5,18523.45,38.65,3519.05,395.2,2529.4,25.05,10040.8,129.5,6008.05,2839.75
50096.9,4052.7,54149.6,24933.9,18279.25,38.65,2049.65,386.5,2465.85,26.5,9898,134.4,4040.85,2842.9
50408.1,4003.1,54411.2,25423.25,18289.85,34.1,2087.95,349.35,2477.15,26.05,9875.5,134.1,3841.1,2853.9
50159.55,4001.05,54160.6,25359.65,18272.85,39.15,2007.3,310.8,2413.45,27.05,9877.9,139.2,3701.7,2825.35
51262.7,4188.75,55451.45,26013.3,18599.45,46.05,1961.75,312.65,2437.05,31.55,10311.95,149.7,3738.8,2911.15
51395.8,4228.6,55624.4,26070.2,18668.55,41,1915.25,313.45,2441.25,32.6,10341.8,157.9,3740.95,2916.1
52493.5,4293.9,56787.4,26859.7,18932.8,36.2,1827.8,315.8,2466.9,34.35,10475.55,169.2,3718.15,2982.85
52844.95,4286.2,57131.15,27013.15,19271.45,31.4,1784.25,316.35,2774.1,35.4,10562.4,172.6,3554.3,3006.05
55072.5,4689.3,59761.8,28115.95,19730.95,31,1712.05,335,2739.55,38.85,11823.9,188.3,3909.35,3316.25
56610.45,4859.65,61470.1,28790.35,20392.05,30.75,1650.4,339.65,2677.6,40.85,12380.9,206.4,3933.05,3495
57388.45,4948.35,62336.8,29180.7,20733.4,35.5,1547.45,342.3,2771.45,43.65,12525.5,215.65,3904.4,3569.95
58597.05,5050.05,63647.1,29906,21017.85,37.7,1547.35,342.25,2971.1,44.65,12517.15,223.45,4042.25,3630.95
59896.7,5134.5,65031.2,30615.6,21586.2,35.6,1523.15,345.7,3208.6,45.75,12653.4,230.7,3981.95,3712.95
58689.45,5158.7,63848.15,30638.1,21794.5,39.5,1466.35,325.6,3250.5,46.3,12212.1,231.55,2516.7,3740.15
57099.45,4942.45,62041.9,29403.45,21541.15,33.8,1470.85,285,3261.85,45.5,12180.7,222.3,2495.85,3659
57193.4,4891.7,62085.1,29399.45,21650.8,33.55,1440.75,284.65,3328.95,46.6,12155.75,223.55,2523,3620.15
53029.75,4494.25,57524,26422.6,20617.35,33.35,1360.5,237.8,3418.5,46.25,12151.2,222.4,2504.3,3485.5
52973.8,4634.45,57608.25,26248.6,20680.7,33.8,1268.35,227.05,3448.8,47.45,12420.7,226.95,2415.15,3629.35
56394.05,4626.2,61020.25,26616.2,23693.5,31.3,1291.45,230.55,3494.2,49.4,15003.2,242.9,2467.75,3616.6
56756.6,4650.1,61406.7,26656.2,24009.85,31.25,1288.45,231.05,3745.55,49.85,15221.35,245.05,2468.05,3622.5
57326.25,4667.55,61993.8,26694.9,24566.75,31.1,1321.35,234.05,3713.05,49.7,15408.1,244.35,2431.55,3633.05
55116.1,4804.85,59920.95,24728.75,24442.3,30.85,1234.3,232.85,3746.65,50.25,15709.35,247.7,2271.95,3673.1
55495.25,4789.1,60284.35,24525.35,24733.45,30.75,1184.95,235.45,3828.15,51.6,15755.6,256.05,2576,3660.45
58466.85,4703.15,63170,25221.25,25074.4,25.8,2979.6,243.65,3780.45,49.95,16052.6,248.45,4524.7,3646.5
59209.3,4742.35,63951.65,25592.7,25398,18.9,3146.55,243.4,3769.7,45.3,16469.25,239.85,4441.75,3776.85
61270.8,4727.1,65997.9,27506.8,25618.1,18.75,4934.8,245.9,3745.15,43.45,16580.5,228.35,4351.25,3794.65
59833.3,4586.05,64419.35,26638.05,25297.9,18.45,4903.6,239.3,3750.15,43.55,16342.4,221.55,4230.45,3666.9
59201.9,4485.55,63687.45,26502.9,24816.9,18.6,4919.95,232.4,3466.7,42.7,16292.25,218.2,4303.45,3578.65
55705.25,3933.75,59639,25001.1,23651.75,18.45,4917.5,206.85,3471.7,39.5,14710.3,201.4,3875.25,3177.15
54281.35,3768.25,58049.6,24490.95,23014.75,18.5,4905.5,202.65,3474.1,38.7,14148.1,189.1,3742.1,3033.55
54677.15,3658.75,58335.9,24267.8,22713.15,13.6,5779.85,200.1,3411.4,35.5,13884.25,178.7,4764.15,2932.05
55247.2,3471.25,58718.45,23340.35,22239.3,11.45,7426.2,196.6,3285.5,33.1,13616.9,164.4,6892.55,2775
54638.4,3291.6,57930,22644.4,21499.9,11.05,8328.55,193.1,3097.6,31.2,13236.05,152.35,7893.85,2600.25
54297.5,3112.05,57409.55,22333.8,21256.7,5.55,8492.65,188.65,3069.9,29.5,13053.3,143.1,8194.15,2512.85
54290.35,3020.05,57310.4,21851.85,21406.45,5.05,8925.1,195.9,3048.85,28.6,12661.05,140.3,8687.4,2344.65
54169.85,3009.6,57179.45,21752.5,21304.65,5.15,9044.5,209.85,2985.85,26.7,12400.05,132.4,8863.1,2249.6
54114.25,2953.7,57067.95,21681.25,21295.35,5.25,9167,211.45,2918.25,25.15,12415.05,126.85,8956.45,2181.2
53094.75,2766.05,55860.8,21260.95,20903.7,4.9,9217.45,206,2858.55,23.75,11980.85,123.7,8934.55,1995.55
49371.05,2676.5,52047.55,20665.35,17889.55,2.3,9315.45,203.3,2780.35,19.6,9178.85,104.1,8899.95,1916.2
47861.3,2543.65,50404.95,20190.3,16977.9,2.5,9342.05,199.55,2526.7,17.9,8704,97.75,8900.9,1792.2
46141.6,2419.5,48561.1,19381.65,16195.3,2.55,9283.25,194.05,2518.8,17.7,8411.25,98.5,8883.95,1680.7
45047.95,2145.6,47193.55,18897,15656.65,2.65,9262.25,189.75,2453.5,17.35,7931.6,94.3,8974.8,1519.5
43837.4,2026.9,45864.3,18268.2,15118.85,2.3,9257,184.65,2321.95,16.4,7742.85,86.5,9052,1398.35
40131,1939.45,42070.45,17297.65,14401.6,2.35,7464.05,173.55,2282.3,17.3,7190.5,91.55,7109.7,1322.05
38568.85,1656.6,40225.45,16216,14130.2,2.45,7317.1,168.05,2251.25,18.4,6401.45,91.5,7169.75,1052.9
35996.7,1530.4,37527.1,14120.5,13618.35,2.35,5514,163.6,2243.3,20.35,6153.2,97.55,7300.35,957.5
35536.2,1554.65,37090.85,13892.75,13400.5,2.35,5537.7,163.45,2201.25,18.9,6155.9,92.05,7281.9,961.05
34963.25,1537.05,36500.3,13620.5,13089.5,2.15,5493.75,163.7,2163.95,19.7,5980.95,90.65,7312.75,940.5
34809.45,1568.35,36377.8,13457.15,13114.05,2.25,5493.5,166.7,2202.45,19.55,5986.45,89.1,7291.9,946.35
34298.05,1507,35805.05,13175.1,12907.65,2.4,5464.15,163.55,2178.75,21.05,6016.8,89.9,7330.85,884.45
32769.55,1501.65,34271.2,12992.55,12652.65,2.4,4583.4,162.7,2187.55,23,5971.3,95.95,6254.85,869.5
30456.55,1506.5,31963.05,12996.6,12638.7,2.25,3039.25,159.9,2263.2,23.3,6006.25,98.1,3956.5,864.75
28937,1481.65,30418.65,12639.25,12522.8,2.3,2142.65,154.3,2258.25,23.85,5986.8,102.5,2919.9,855.05
27984.75,1470.55,29455.3,12218.7,12339.7,2.5,1989.25,152.05,2359.8,24.2,5931.1,105.25,2581.15,845.2
27732.8,1369.7,29102.5,12352.4,12460.35,2.55,1521.2,139.05,2380.1,25.45,6139.1,109.4,2072.8,847.25
26991.25,1274.95,28266.2,12127.55,12182,2.35,1417.2,121.9,2369.6,25.95,6117.95,112.35,1841.45,840.25
26669.65,1318.4,27988.05,12065.6,11986.55,2.35,1318.7,118.45,2388.85,26.45,6097.05,115.25,1770.55,846.95
26413.7,1343.3,27757,12021.95,11767.45,2.3,1263.15,122.7,2370.65,26.85,6062.85,114.7,1780.6,843.7
26126.65,1351.05,27477.7,12030.05,11441.35,2.35,1192.05,118.25,2376.95,27.05,6062.35,113.45,1809.65,845.6
26384.9,1345.35,27730.25,12061.65,11610.95,2.2,1191.65,118.05,2356.1,27.2,6018.15,114,1865.25,847.05
26562.5,1347.1,27909.6,12016.05,11634.7,2.2,1213.55,116.9,2383.65,27,5960.05,113.25,2072.3,839.45
27411.15,1397.85,28809,12336.8,12017.5,2,1295,119.9,2409.4,26.1,5948.3,113.45,2179.85,877
27798.95,1461.85,29260.8,12739.4,12244.35,2.2,1337.45,121.15,2397.1,25.6,6076.6,112.95,1917.35,897.85
28494.1,1549.85,30043.95,13115.15,12491.1,2,1360.3,125.3,2415.05,25.75,6270.05,113.1,1968.25,919.6
28123.35,1648.85,29772.2,13226.85,11981.05,2.05,1349.4,131.85,2420.35,25.85,6205,112.05,1984.75,930.7
29527.25,1663.6,31190.85,13781.45,12689.2,2.2,1361.05,137.3,2433.65,26.85,6375.95,118.6,2107.5,949.1
29898.8,1655.2,31554,13888.35,12826.3,2.2,1364.65,136.85,2441,27.1,6395.75,121.4,2232.35,951.8
30105.55,1657.2,31762.75,14008.3,12995.7,2.25,1373.3,138.35,2436.2,26.9,6390.7,121.6,2151.95,949.6
30334,1639.45,31973.45,14156.65,13096.65,2.2,1361.55,137.1,2397.65,27.55,6418.75,122.15,2129.05,951.65
30415.1,1644.4,32059.5,14144.2,13027.7,2,1478.3,141.1,2383.15,24.65,6383.7,118.45,2288.45,954.75
30738.3,1641.85,32380.15,14202.55,13226.75,2.25,1500.65,142.9,2385.8,24.05,6453.8,117.8,2352.35,956.65
33925.55,1642.5,35568.05,14142.3,16477.85,2.4,1391.8,142.45,2497.9,27.8,9560.3,138.85,2343.5,961.9
33741.6,1642.7,35384.3,14111.95,16387.85,2.45,1355.95,141.85,2488.65,28.1,9539.75,139.3,2280.15,961.65
33642.7,1639.75,35282.45,14162.8,16233.55,2.35,1334.25,139.95,2388.75,28.45,9600.1,139.45,2284.3,962.05
32890.85,1618.15,34509,14075.9,15614.05,2.4,1378.7,138.2,2374.35,27.55,9410.15,139.55,2249.35,951.55
32715.75,1594.25,34310,13972.55,15564.55,2.5,1384.05,139.35,2378.85,27.35,9435.65,139.25,2239.85,938.8
32564.05,1547.15,34111.2,13906.35,15510.4,2.55,1406,134.6,2353.8,27,9439,139.25,2211.85,935.45
32626.5,1531.2,34157.7,13862.95,15531.2,2.65,1392.35,133.55,2355.55,27.4,9440.6,140.5,2293.65,938.7
32498.55,1514.95,34013.5,13784.85,15527.15,2.65,1359.8,132.7,2360.5,27.75,9463.3,141.55,2256.65,929.9
32327.7,1508.2,33835.9,13721.6,15421.15,2.55,1317.75,131.1,2378.3,28.45,9525.15,141.15,2256.65,928.3
32176.9,1496.1,33673,13719.85,15432,2.45,1273.95,130.45,2367.85,29.35,9544.8,141.5,2095.55,929.5
31646.75,1488.2,33134.95,13508.45,15248.8,2.55,1212.45,128.5,2353.8,29.9,9567.75,141.05,1957.65,931.85
31838.2,1485.3,33323.5,13508.65,15088.4,2.6,1253.15,129.45,2366.5,29.65,9400.2,139.75,2307.35,933.8
31459.95,1424,32883.95,13243.45,14889.8,2.65,1286.75,126.4,2392.7,29.1,9252.6,136.15,2411.5,915.2
31477.15,1331.8,32808.95,13197.05,14929.3,2.35,1336.4,119.8,2392.7,27.85,9235.75,135.05,2448.45,902.35
30210,1312.3,31522.3,12717.6,14382.35,2.25,1375.5,112.05,2376.4,25.7,9051.4,126,2229.1,880.95
29961.55,1323.65,31285.2,12631.35,14330.65,2.4,1392.45,128.05,2412.1,25.25,9053.4,123.2,2119.6,879.95
30447.15,1324.3,31771.45,12815.15,14586.05,2.35,1500.45,129.1,2418.5,24.05,9055.95,118.9,2165.9,880.05
30488.05,1324.2,31812.25,12933.7,14488.2,2.4,1638.75,131.75,2409,22.7,9023.75,113.2,2189.9,876.25
30418.6,1309.35,31727.95,12864,14619.05,2.45,1699.35,126.8,2483.1,22.55,9049.5,108.2,2070.8,864.75
30569.4,1289.05,31858.45,12899.55,14583.1,2.2,1956.15,125.45,2459.6,21.3,8989.3,102.8,2227.8,858.95
27482.45,1285.6,28768.05,12945.45,11320.7,2.25,2135.6,126.5,2272.6,17.45,5947,80.1,2352.4,863.9
27507.85,1290.3,28798.15,12927.6,11360.8,2.1,2108.7,126.6,2280.25,18.55,5991.85,80.5,2356.2,863.25
27731.45,1297.45,29028.9,13054.25,11468.9,2,2112.8,130.4,2276,18.65,5979.1,81.55,2344.8,863.5
27742.85,1306.45,29049.3,13015.35,11485.55,1.95,2105.9,130.9,2276.9,18.7,5972.8,78.6,2369.8,872.15
28193.4,1328.15,29521.55,13265.25,11678.4,1.95,2074.5,131.2,2336.95,20.2,5964.1,81.1,2368.05,881.7
28942.2,1328.55,30270.75,13418.25,12238,1.85,2144.3,133.6,2342.55,20.15,5974.15,78.85,2406.3,879.65
29024.8,1312.7,30337.5,13417.95,12338.75,1.75,2291.7,133.35,2340.4,19.1,5964.75,74.55,2399.75,868.35
28989.9,1353.85,30343.75,13446.4,12301,1.8,2321.65,135.75,2287.55,18.7,5843.95,74.7,2377.1,865.4
28909,1343.85,30252.85,13310.5,12409,1.75,2318.8,138.05,2323.95,18.7,5783.55,76.25,2333.95,855.55
29110.55,1344.6,30455.15,13426,12400.9,1.7,2375,138.35,2301.1,17.7,5811.95,76.95,2429.7,853.95
28676.15,1306.75,29982.9,13313.55,12150.4,1.65,2364.25,137.4,2296.35,17.55,5782.3,76.3,2401.25,810.95
27799.15,1261.65,29060.8,12999.5,12042.7,1.45,2310.95,134.05,2324.85,17.55,5748.95,76.95,1954.6,802.35
28827.4,1293,30120.4,13339,12573.6,1.4,2245.8,139.95,2286,19.65,6312,84.7,2096.95,817.85
28793.6,1319.55,30113.15,13349.6,12546.35,1.4,2204,142.65,2274.15,20.45,6298.65,85.9,2070.5,827.15
28583.7,1331.4,29915.1,13229.95,12463.65,1.35,2295.85,144.5,2264.5,19.9,6253.7,82.55,2070.7,819.4
29523.35,1361.6,30884.95,13606,12616.2,1.2,2301.75,131.45,2218.65,20.4,6300.5,84.35,2477.9,823.25
29058.25,1363.65,30421.9,13311.05,12482.95,1.3,2262.6,128.85,2211.75,20.45,6302.55,85.85,2446.75,817.5
29185.9,1382.5,30568.4,13253.45,12572.2,1.3,2165.05,129.65,2207.8,21,6300.3,90.4,2536.45,823.8
29273.7,1380.75,30654.45,13452.45,12491.9,1.25,2020.25,130.5,2136.95,22.05,6263.4,95.4,2500.45,828.9
28780.8,1389.8,30170.6,13309.4,12348.3,1.3,1774.65,128.45,2154.2,22.75,6307.85,99.45,2297.2,825.9
29834.4,1456.9,31291.3,13748.85,12831.85,1.3,1683.1,157.9,2144.85,23.3,6401.7,104.1,2394.4,859.3
37399.95,1642.4,39042.35,16336.05,14557.8,1.25,2688.95,209.55,2069.1,21.6,7819.55,100.5,5557.8,948.3
40774.9,1787.55,42562.45,17917.6,14967.1,1.25,4058.2,224.45,2008.55,20.45,8523.3,94.6,6947.15,943.05
44004.95,1826.25,45831.2,18460,16071.2,1.25,5313.75,238.55,2053.4,20,9140.75,92.75,8513.3,960.45
45160.9,1834.2,46995.1,18621.75,15795.95,1.3,6629.9,239.2,1982,17.65,9103.3,85.7,9788.5,954.7
46236.7,1839.75,48076.45,18771.9,15242.95,1.15,7900.9,239.95,1976.35,17.15,9196.35,84.35,11266.25,955.6
47902.85,1853.75,49756.6,19364.75,15512.5,1.25,8576.85,242.6,1958.45,16.95,9325.5,84.2,12064.5,961.1
48913.1,1800.65,50713.75,19419.2,16350.35,1.2,9358.4,241.65,1940.45,16.4,9323.7,81,12196.2,947.35
50133.7,1821.3,51955,19565.8,17400.3,1.25,10626.7,249.55,1849.45,15,9175.85,76.7,12210.05,957.55
51196.25,1845.1,53041.35,19588.8,18516.3,1.15,11741.35,252.3,1856.5,14.35,9110.85,71.65,12120.45,970.7
53093.75,1847.05,54940.8,19771.95,19947.85,1.1,13270.55,255.4,1841.5,13.15,9084.95,68.35,12400.6,973.35
54392.75,1858.3,56251.05,19875.45,21078.15,1.05,14463.05,254.95,1815.4,12.45,9092.75,64.55,12462.15,977
54648.4,1815.35,56463.75,19738.15,21493.45,1.2,15090.25,249.95,1879.7,9.9,8497.1,54.25,12449.95,966.85
54976.35,1800.65,56777,19818.2,21675.6,1.2,15119.2,249.2,1912,9.45,8545.3,52.6,12518.3,964.25
55135.25,1787.2,56922.45,19802.85,21824.9,1.3,14981.7,247.75,1957.3,11,8657.15,55.95,12536.2,971.3
54397.4,1754.65,56152.05,19538.5,21699.6,1.55,14962.2,245.05,2010.75,10.85,8621.9,55.15,12183.75,975.55
54487.95,1747.4,56235.35,19601.45,21525.45,1.45,14929.65,249.3,2020.25,11.2,8600.6,56,12380.2,980.85
55151.85,1757.8,56909.65,19818.75,21728.6,1.6,14934.45,247.75,2104.4,11.55,8611.25,56.9,12612.5,992
56987.1,1817.4,58804.5,20017.95,22972.55,1.6,15504.1,248.9,2103.45,10.4,8623.2,53.75,12996.95,999.65
57251.3,1815.4,59066.7,20071.05,23147,1.7,15528.35,248.2,2148.6,10.3,8609.5,53.65,13028.2,1005.05
56261.15,1737.55,57998.7,19622.4,22809.5,1.6,15429.9,219.7,2217.3,11.15,8448.05,53,12861.6,967.65
49924.85,1570.6,51495.45,17617.8,21687.15,1.7,14526.8,173.45,2380.05,11.65,7416,62.05,9723.75,896.15
47692.15,1486.15,49178.3,16473.75,21630.95,1.85,13245.45,161.7,2446.1,12.4,6815.75,70.65,8672.3,915.15
45465.95,1489.75,46955.7,16433.55,20849.4,1.85,12030.7,157.85,2420.85,13.05,6267.55,75.45,7264.6,918.4
44127.85,1497,45624.85,16148.4,20984.5,1.9,10746.2,157.6,2440.85,14.1,6262.3,81.4,6070.7,924.25
42932.75,1494.45,44427.2,15963,21031.05,2.15,9880.6,156.75,2430.75,14.15,6115.5,82,5017.8,920.9
41868.3,1484.65,43352.95,15740.4,20988.1,2.05,9126.9,154.1,2467.1,14.85,5969.8,86.8,4222.25,917.55
42783.4,1512.65,44296.05,15785.6,21698.2,2,9111.05,155.35,2565.6,14.9,6067.85,86.6,4354.9,944.7
45220.7,1533.95,46754.65,16616.9,21590.1,2.25,8126.35,158.95,2616.55,15.55,8732.45,91.7,6052.7,961
46789.25,1572.85,48362.1,18105.1,21300.25,2.25,7100.8,179.2,2645.75,16.55,10468.8,112.7,6383.35,1000.55
47668.55,1641.35,49309.9,19773.15,20746.05,2.45,5741.55,183.35,2690.5,17.35,12096.45,135.15,6123.45,1025.9
46637.85,1632.55,48270.4,19904.45,19629.75,2.65,4618,186.1,2707.2,17.8,12153.9,140.95,6081.25,1022.4
45132.9,1619.9,46752.8,19694.95,18621.45,2.55,4024.15,183.9,2646.6,18.4,12184.15,144.4,5801.95,1014.55
47845.15,1620.85,49466,20041.15,18635,2.8,4165.55,189.4,2624.85,18.3,12730.95,148.95,8146.25,1022.75
48358.55,1615.7,49974.25,20379,18798.55,2.7,4225.7,190.4,2598.15,17.4,12667.7,149.6,8153.5,1027.5
48381.05,1610.4,49991.45,20458.4,18825.25,2.45,4199.6,191.75,2548.8,18.25,12640.9,152,8071.15,1026.25
47960.1,1608.7,49568.8,20388.35,18727.55,2.4,4169.85,185.95,2536.45,18.45,12641.3,152.35,7820.3,1023.9
46744.1,1568.55,48312.65,19882.1,18392.4,2.55,4105.05,182.6,2473.05,19.6,12646.85,151.1,7465.1,1004.5
47620.45,1521.75,49142.2,21030,18558.05,2.6,3668.05,193.2,2505.85,20.45,14975.15,162.25,7022.3,1010.1
50626.05,1567.15,52193.2,22463.25,20041,2.55,4683.6,226.45,2477.85,19.8,16487.45,158.7,7072.35,1049.45
51831.4,1578.45,53409.85,22566.95,21210.4,2.6,6073.35,224.85,2485.05,18.2,16490.75,154.15,7007.1,1046.95
53720.05,1563.8,55283.85,23780.25,21907.9,2.6,7062.25,223.6,2409,17.5,17602.5,144,7001.95,1029.95
53006.6,1496.6,54503.2,23624.8,21673.2,2.55,7106.9,223.75,2421.85,17.05,17600,140.4,6693.2,1015.4
52416.8,1474.2,53891,23292,21437.4,2.55,7167.35,216.4,2398.2,16.65,17521.6,136.25,6685.35,1002.05
52565.75,1455.2,54020.95,23314.25,21509.95,2.55,7292.35,213.2,2397.75,15.95,17566.25,131.25,6731.95,1009.6
52646,1449,54095,23396.3,21761.25,2.45,6875.4,215.1,2416.45,16.45,17834.15,132.1,6464.5,1023.95
52573.35,1458.7,54032.05,23182.75,21826.3,2.4,7095.15,215.1,2442.75,15.85,17873.3,127.6,6531.15,1033.15
51060,1447.2,52507.2,23047.05,20612.65,2.6,6429,213,2585.45,16.1,17894.3,127.25,6374,1026.3
47759.5,1429.3,49188.8,22216.7,19838.15,2.55,6268.35,200.9,2737.85,15.8,15413.7,121.85,4686.4,1018.25
45141.5,1432.9,46574.4,20708.05,19075.8,2.65,6147.2,179.9,2723.8,15.9,13762.8,107.7,4370.05,987.6
42443.75,1366.95,43810.7,18814.35,18253.3,2.5,5982.05,171.55,2719.3,16.25,12163.95,91,4412.3,963.8
41832,1350.7,43182.7,18438.8,18085.7,2.4,5877.2,167.65,2697.5,16.8,12117.15,90.1,4356.1,951.4
42312.5,1371.5,43684,18535.6,18310,2.35,5913.3,183.25,2734.95,16.75,12119.75,91.7,4499.1,967.8
39330.55,1373.4,40703.95,18112.75,18201.2,2.2,5763.85,178.45,2816.05,16.8,11579.55,87.05,2052.45,964.15
38559.8,1384.45,39944.25,17760.65,17813.8,2.4,5718.85,177.55,2808,16.9,11587.75,86.5,2026.5,958.85
